ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total
C8307,Asia,Nepal,Bebida,Offline,Baja,2022-11-05,1970-01-01 00:00:00,2022-11-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1008,Asia,Tajikistan,Alimento infantil,Online,Alta,2020-04-01,1970-01-01 00:00:00,2020-04-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1764,Europa,Serbia,Carnicos,Offline,Alta,2022-04-17,1970-01-01 00:00:00,2022-04-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2951,Africa,Angola,Carnicos,Offline,Baja,2020-09-25,1970-01-01 00:00:00,2020-11-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2146,Asia,Japan,Cuidado personal,Online,Baja,2022-01-07,1970-01-01 00:00:00,2022-02-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6632,Europa,Iceland,Carnicos,Online,Media,2020-02-21,1970-01-01 00:00:00,2020-03-01,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1893,Europa,Cyprus,Ropa,Offline,Media,2020-12-02,1970-01-01 00:00:00,2020-12-21,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1118,Australia y Oceania,East Timor,Bebida,Offline,Alta,2020-07-30,1970-01-01 00:00:00,2020-08-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4697,Asia,Tajikistan,Material de oficina,Online,Baja,2021-06-17,1970-01-01 00:00:00,2021-07-28,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4725,Africa,Somalia,Domestico,Online,Critica,2022-01-07,1970-01-01 00:00:00,2022-02-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7499,Europa,Spain,Ropa,Offline,Alta,2021-02-09,1970-01-01 00:00:00,2021-02-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2020,Europa,Sweden,Cereales,Online,Critica,2022-04-12,1970-01-01 00:00:00,2022-05-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9491,Africa,Ethiopia,Domestico,Offline,Baja,2020-11-26,1970-01-01 00:00:00,2020-12-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6820,Asia,Turkmenistan,Cuidado personal,Offline,Baja,2022-10-04,1970-01-01 00:00:00,2022-11-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3115,Europa,Malta,Ropa,Online,Baja,2022-08-06,1970-01-01 00:00:00,2022-08-21,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8190,Africa,Malawi,Cosmeticos,Offline,Baja,2022-09-16,1970-01-01 00:00:00,2022-09-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1061,Europa,Czech Republic,Material de oficina,Offline,Critica,2020-01-29,1970-01-01 00:00:00,2020-02-28,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6447,Europa,Netherlands,Carnicos,Offline,Media,2022-02-03,1970-01-01 00:00:00,2022-02-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9270,Europa,Sweden,Bebida,Offline,Baja,2022-04-02,1970-01-01 00:00:00,2022-04-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4157,Africa,Saudi Arabia,Verduras,Online,Critica,2021-08-06,1970-01-01 00:00:00,2021-08-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8936,Africa,Turkey,Cereales,Online,Media,2021-07-29,1970-01-01 00:00:00,2021-08-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6137,Centroamerica y Caribe,Dominican Republic,Ropa,Offline,Baja,2022-08-12,1970-01-01 00:00:00,2022-09-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1498,Asia,Uzbekistan,Cuidado personal,Offline,Alta,2022-08-31,1970-01-01 00:00:00,2022-09-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1454,Africa,Kuwait,Snacks,Offline,Media,2021-07-14,1970-01-01 00:00:00,2021-07-26,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8648,Australia y Oceania,Federated States of Micronesia,Ropa,Offline,Critica,2022-04-09,1970-01-01 00:00:00,2022-05-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8423,Australia y Oceania,Samoa,Material de oficina,Online,Alta,2021-03-10,1970-01-01 00:00:00,2021-04-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9328,Africa,Eritrea,Snacks,Online,Baja,2020-09-18,1970-01-01 00:00:00,2020-09-21,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2611,Asia,Singapore,Alimento infantil,Online,Alta,2022-04-03,1970-01-01 00:00:00,2022-04-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2728,Africa,Mauritania,Domestico,Offline,Media,2021-11-23,1970-01-01 00:00:00,2021-12-31,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6835,Asia,Bhutan,Ropa,Online,Alta,2020-05-30,1970-01-01 00:00:00,2020-06-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8292,Africa,Republic of the Congo,Bebida,Online,Baja,2021-11-05,1970-01-01 00:00:00,2021-11-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1161,Europa,Germany,Bebida,Online,Media,2020-08-18,1970-01-01 00:00:00,2020-09-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2709,Africa,Tunisia,Cereales,Offline,Media,2020-03-06,1970-01-01 00:00:00,2020-03-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3904,Asia,Myanmar,Cereales,Offline,Media,2020-01-07,1970-01-01 00:00:00,2020-01-26,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9921,Europa,Romania,Cosmeticos,Offline,Media,2020-01-28,1970-01-01 00:00:00,2020-03-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8633,Europa,Greece,Snacks,Offline,Critica,2022-02-10,1970-01-01 00:00:00,2022-03-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2120,Africa,Benin,Cosmeticos,Offline,Baja,2022-07-28,1970-01-01 00:00:00,2022-07-29,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2163,Centroamerica y Caribe,Jamaica,Material de oficina,Online,Critica,2022-08-05,1970-01-01 00:00:00,2022-08-27,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7747,Europa,Liechtenstein,Domestico,Online,Alta,2020-11-06,1970-01-01 00:00:00,2020-12-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9560,Norteamerica,Greenland,Alimento infantil,Online,Critica,2020-09-17,1970-01-01 00:00:00,2020-10-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3493,Europa,Romania,Cosmeticos,Online,Alta,2020-03-26,1970-01-01 00:00:00,2020-04-19,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4141,Asia,China,Cosmeticos,Online,Alta,2022-02-26,1970-01-01 00:00:00,2022-03-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4300,Australia y Oceania,East Timor,Domestico,Offline,Baja,2021-01-17,1970-01-01 00:00:00,2021-02-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6472,Europa,Albania,Cuidado personal,Online,Media,2021-11-18,1970-01-01 00:00:00,2021-12-28,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9360,Asia,Laos,Frutas,Offline,Alta,2021-06-20,1970-01-01 00:00:00,2021-07-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3370,Africa,Central African Republic,Material de oficina,Offline,Baja,2021-04-17,1970-01-01 00:00:00,2021-05-24,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2113,Europa,Netherlands,Carnicos,Offline,Critica,2020-05-24,1970-01-01 00:00:00,2020-07-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1901,Australia y Oceania,Solomon Islands,Snacks,Offline,Media,2022-06-30,1970-01-01 00:00:00,2022-08-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4251,Africa,Seychelles,Ropa,Offline,Media,2020-04-16,1970-01-01 00:00:00,2020-05-26,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2382,Asia,Kazakhstan,Carnicos,Online,Baja,2022-08-07,1970-01-01 00:00:00,2022-08-21,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3716,Europa,Hungary,Cosmeticos,Offline,Alta,2021-06-26,1970-01-01 00:00:00,2021-07-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7378,Asia,Laos,Alimento infantil,Offline,Baja,2022-04-13,1970-01-01 00:00:00,2022-05-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8698,Africa,Yemen,Ropa,Online,Critica,2022-02-25,1970-01-01 00:00:00,2022-04-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3707,Europa,Russia,Cuidado personal,Offline,Alta,2020-02-01,1970-01-01 00:00:00,2020-02-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2640,Asia,Philippines,Cereales,Offline,Alta,2021-03-10,1970-01-01 00:00:00,2021-03-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7435,Australia y Oceania,Marshall Islands,Frutas,Online,Baja,2020-12-22,1970-01-01 00:00:00,2020-12-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7233,Africa,Burkina Faso,Cuidado personal,Online,Critica,2021-01-24,1970-01-01 00:00:00,2021-02-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9878,Europa,Kosovo,Snacks,Offline,Media,2022-01-23,1970-01-01 00:00:00,2022-03-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1417,Asia,North Korea,Material de oficina,Offline,Alta,2022-02-07,1970-01-01 00:00:00,2022-03-28,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4602,Asia,Bhutan,Snacks,Online,Alta,2021-03-01,1970-01-01 00:00:00,2021-03-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2386,Europa,Switzerland,Material de oficina,Offline,Media,2022-06-25,1970-01-01 00:00:00,2022-07-02,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5425,Africa,Libya,Cuidado personal,Offline,Alta,2022-07-17,1970-01-01 00:00:00,2022-08-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2579,Centroamerica y Caribe,Honduras,Verduras,Online,Alta,2021-02-04,1970-01-01 00:00:00,2021-02-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1411,Africa,Benin,Alimento infantil,Online,Media,2022-08-02,1970-01-01 00:00:00,2022-09-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5688,Africa,Egypt,Carnicos,Online,Media,2020-05-31,1970-01-01 00:00:00,2020-06-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1879,Europa,Cyprus,Bebida,Online,Media,2021-04-05,1970-01-01 00:00:00,2021-05-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8655,Africa,Morocco,Cereales,Online,Alta,2020-10-04,1970-01-01 00:00:00,2020-10-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9393,Europa,Estonia,Bebida,Offline,Alta,2022-02-08,1970-01-01 00:00:00,2022-02-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1672,Asia,South Korea,Alimento infantil,Online,Critica,2020-04-24,1970-01-01 00:00:00,2020-05-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1772,Asia,Vietnam,Cosmeticos,Online,Media,2020-10-20,1970-01-01 00:00:00,2020-11-06,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4178,Africa,Syria,Snacks,Offline,Alta,2020-10-29,1970-01-01 00:00:00,2020-11-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4080,Europa,Luxembourg,Ropa,Online,Baja,2022-04-27,1970-01-01 00:00:00,2022-04-27,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1867,Centroamerica y Caribe,Cuba,Cosmeticos,Online,Alta,2021-11-28,1970-01-01 00:00:00,2021-12-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7635,Asia,Maldives,Carnicos,Offline,Alta,2020-11-27,1970-01-01 00:00:00,2020-12-02,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9679,Asia,Taiwan,Bebida,Online,Media,2021-01-10,1970-01-01 00:00:00,2021-02-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6002,Europa,Bosnia and Herzegovina,Snacks,Offline,Critica,2020-02-07,1970-01-01 00:00:00,2020-03-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8806,Africa,Afghanistan,Cosmeticos,Offline,Baja,2022-01-28,1970-01-01 00:00:00,2022-02-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3999,Norteamerica,Canada,Cereales,Online,Media,2021-04-20,1970-01-01 00:00:00,2021-05-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9689,Africa,Qatar,Carnicos,Offline,Media,2021-02-04,1970-01-01 00:00:00,2021-03-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8691,Europa,Malta,Verduras,Offline,Baja,2020-11-24,1970-01-01 00:00:00,2020-12-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7020,Africa,Bahrain,Verduras,Online,Critica,2020-07-19,1970-01-01 00:00:00,2020-07-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2395,Africa,Zambia,Frutas,Offline,Baja,2021-09-19,1970-01-01 00:00:00,2021-09-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6739,Asia,Bangladesh,Ropa,Online,Critica,2020-10-05,1970-01-01 00:00:00,2020-11-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5678,Africa,Egypt,Carnicos,Offline,Media,2021-08-01,1970-01-01 00:00:00,2021-08-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8039,Asia,Japan,Ropa,Online,Critica,2022-10-09,1970-01-01 00:00:00,2022-11-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5355,Centroamerica y Caribe,Jamaica,Cosmeticos,Offline,Media,2021-11-21,1970-01-01 00:00:00,2021-12-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3361,Africa,Namibia,Alimento infantil,Online,Media,2022-08-14,1970-01-01 00:00:00,2022-08-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8494,Australia y Oceania,Federated States of Micronesia,Carnicos,Offline,Critica,2021-11-21,1970-01-01 00:00:00,2021-12-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5396,Africa,Iran,Ropa,Offline,Media,2022-10-06,1970-01-01 00:00:00,2022-10-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6411,Asia,Malaysia,Cereales,Online,Alta,2021-07-20,1970-01-01 00:00:00,2021-09-03,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2086,Asia,Tajikistan,Verduras,Offline,Critica,2020-09-04,1970-01-01 00:00:00,2020-09-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1671,Africa,Iran,Carnicos,Offline,Alta,2021-07-20,1970-01-01 00:00:00,2021-07-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1621,Australia y Oceania,Samoa,Carnicos,Online,Critica,2020-04-03,1970-01-01 00:00:00,2020-05-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8092,Africa,Botswana,Cosmeticos,Online,Critica,2020-06-05,1970-01-01 00:00:00,2020-06-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5444,Europa,Austria,Alimento infantil,Online,Critica,2020-05-22,1970-01-01 00:00:00,2020-06-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5740,Africa,Syria,Bebida,Online,Alta,2020-04-17,1970-01-01 00:00:00,2020-05-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8246,Africa,Senegal,Frutas,Online,Critica,2020-09-10,1970-01-01 00:00:00,2020-10-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3931,Africa,Mauritius,Cuidado personal,Offline,Media,2021-02-11,1970-01-01 00:00:00,2021-03-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6968,Africa,Cote d'Ivoire,Frutas,Online,Alta,2021-06-28,1970-01-01 00:00:00,2021-07-08,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5232,Centroamerica y Caribe,Belize,Ropa,Offline,Alta,2020-09-18,1970-01-01 00:00:00,2020-10-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9802,Africa,Morocco,Cereales,Offline,Baja,2020-12-15,1970-01-01 00:00:00,2020-12-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5459,Australia y Oceania,Australia,Domestico,Online,Baja,2020-06-27,1970-01-01 00:00:00,2020-08-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9188,Africa,Senegal,Verduras,Online,Baja,2020-11-05,1970-01-01 00:00:00,2020-12-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2678,Centroamerica y Caribe,Antigua and Barbuda,Verduras,Offline,Alta,2022-07-18,1970-01-01 00:00:00,2022-07-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8819,Europa,Poland,Material de oficina,Online,Alta,2020-10-08,1970-01-01 00:00:00,2020-10-20,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6206,Europa,Kosovo,Cuidado personal,Online,Critica,2021-02-17,1970-01-01 00:00:00,2021-03-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5636,Asia,Malaysia,Carnicos,Online,Media,2021-01-19,1970-01-01 00:00:00,2021-02-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9610,Centroamerica y Caribe,Guatemala,Bebida,Online,Alta,2022-08-26,1970-01-01 00:00:00,2022-09-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7831,Australia y Oceania,Vanuatu,Material de oficina,Online,Baja,2022-09-24,1970-01-01 00:00:00,2022-10-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8705,Centroamerica y Caribe,Nicaragua,Cuidado personal,Online,Alta,2022-10-13,1970-01-01 00:00:00,2022-11-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7844,Africa,Lesotho,Snacks,Offline,Media,2021-11-03,1970-01-01 00:00:00,2021-11-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1559,Asia,Turkmenistan,Domestico,Offline,Critica,2020-10-10,1970-01-01 00:00:00,2020-11-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9367,Africa,Saudi Arabia,Cosmeticos,Offline,Critica,2020-11-07,1970-01-01 00:00:00,2020-12-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6487,Asia,Japan,Snacks,Online,Media,2022-04-24,1970-01-01 00:00:00,2022-05-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9341,Europa,Latvia,Domestico,Online,Critica,2020-02-01,1970-01-01 00:00:00,2020-02-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8055,Norteamerica,Greenland,Ropa,Online,Critica,2022-05-11,1970-01-01 00:00:00,2022-05-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6958,Centroamerica y Caribe,Costa Rica,Cereales,Online,Alta,2020-07-30,1970-01-01 00:00:00,2020-08-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2082,Asia,Japan,Cuidado personal,Offline,Baja,2022-04-24,1970-01-01 00:00:00,2022-05-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3660,Europa,Cyprus,Cereales,Offline,Critica,2021-03-25,1970-01-01 00:00:00,2021-04-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4632,Africa,Pakistan,Carnicos,Online,Baja,2021-06-03,1970-01-01 00:00:00,2021-06-27,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3137,Europa,Monaco,Cosmeticos,Online,Media,2021-08-25,1970-01-01 00:00:00,2021-09-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7022,Asia,China,Cereales,Offline,Critica,2022-07-06,1970-01-01 00:00:00,2022-07-29,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2332,Australia y Oceania,New Zealand,Carnicos,Online,Alta,2022-02-26,1970-01-01 00:00:00,2022-03-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2818,Centroamerica y Caribe,Guatemala,Alimento infantil,Offline,Baja,2020-07-20,1970-01-01 00:00:00,2020-08-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9435,Africa,Libya,Snacks,Online,Media,2020-12-06,1970-01-01 00:00:00,2020-12-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5838,Europa,Liechtenstein,Carnicos,Offline,Media,2022-08-24,1970-01-01 00:00:00,2022-10-04,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7888,Africa,Democratic Republic of the Congo,Alimento infantil,Online,Alta,2022-08-03,1970-01-01 00:00:00,2022-08-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5147,Asia,Mongolia,Cuidado personal,Online,Critica,2022-05-04,1970-01-01 00:00:00,2022-05-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1382,Europa,Bosnia and Herzegovina,Frutas,Offline,Media,2021-01-07,1970-01-01 00:00:00,2021-01-28,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
